"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特開2019-034834","特願2017-158177","2017/08/18","2019/03/07","無人搬送車","中西金属工業株式会社","B65G1/04,555@Z,B65G1/00,501@C,B65G35/00@B","特開2019-034834","","特許6874591","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-034834/11/ja"
"特開2019-030131","特願2017-147818","2017/07/31","2019/02/21","無人搬送車","株式会社豊田自動織機","B60L11/18@G,H01M8/00@Z,B60L3/00@H,H01M8/06@W,H02K9/19@A,H01M8/06,B60L50/70","特開2019-030131","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-030131/11/ja"
"特開2018-203523","特願2017-114269","2017/06/09","2018/12/27","無人搬送車","株式会社豊田自動織機","B65G35/00@B,B61B13/00@A,B65G63/00@H","特開2018-203523","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-203523/11/ja"
"特開2018-203391","特願2017-106843","2017/05/30","2018/12/27","無人搬送車","株式会社豊田自動織機","B66F9/22@X,B66F9/24@W,B66F9/24@A","特開2018-203391","","特許6794928","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-203391/11/ja"
"特開2018-194937","特願2017-096303","2017/05/15","2018/12/06","無人搬送車の走行制御装置および走行制御方法","株式会社明電舎","G05D1/02@T,G05D1/225,G05D1/229,G05D1/24,G05D1/242,G05D1/43,G05D1/60,G05D1/644,G05D1/656,G05D1/69,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:30,G05D111:63","特開2018-194937","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-194937/11/ja"
"特許6435020","特願2017-110596","2017/06/05","2018/12/05","無人搬送車","ニチユ三菱フォークリフト株式会社","B62D49/08@Z,B61B13/00@A,B66F9/24@J","特開2018-203047","","特許6435020","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-6435020/15/ja"
"特開2018-184113","特願2017-087864","2017/04/27","2018/11/22","無人搬送車","株式会社明電舎","B61D47/00@A,B61B13/00@A,B60P1/02@Z","特開2018-184113","","特許6848651","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-184113/11/ja"
"特開2018-158606","特願2017-055603","2017/03/22","2018/10/11","無人搬送車","株式会社豊田自動織機","B61B13/00@A,B62D35/00@A,B65G1/00,501@C,B60L15/20@Z","特開2018-158606","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-158606/11/ja"
"特開2018-147310","特願2017-043027","2017/03/07","2018/09/20","コンテナ用無人搬送車","株式会社豊田自動織機","G05D1/02@S,G05D1/24,G05D1/242,G05D1/43,G05D1/60,G05D1/622,G05D1/628,G05D1/644,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:63","特開2018-147310","","特許6766698","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-147310/11/ja"
"特開2018-117509","特願2017-131327","2017/07/04","2018/07/26","受電システム、非接触電力供給システム、無人搬送車及び受電方法","株式会社ダイヘン","H02J7/00,302@C,H02J50/10,B60M7/00@X,H02J7/00,301@D,H02J7/00@P,B60L11/18@C,B60L50/40,B60L50/60,B60L53/12","特開2018-117509","","特許6982995","","","特許 有効","登録公報の発行","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-117509/11/ja"
"特開2018-116332","特願2017-004854","2017/01/16","2018/07/26","無人搬送車の必要数予測装置及び必要数の予測プログラム","住友電装株式会社","G05D1/02@Y,G05D1/02@P,H01B13/012@Z,G05D1/43,G05D1/60,G05D1/646,G05D1/667,G05D1/69,G05D1/692,G05D1/698,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10","特開2018-116332","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-116332/11/ja"
"特開2018-115068","特願2017-008278","2017/01/20","2018/07/26","コンテナ用無人搬送車","株式会社豊田自動織機","B65G1/00,501@C,B65G63/00@H,G05D1/02@R,G05D1/24,G05D1/242,G05D1/248,G05D1/43,G05D1/60,G05D1/617,G05D1/80,G05D1/86,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00","特開2018-115068","","特許6766657","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-115068/11/ja"
"特開2018-108795","特願2017-000963","2017/01/06","2018/07/12","無人搬送車","株式会社日立物流","B61B13/00@S","特開2018-108795","","特許6798891","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-108795/11/ja"
"特開2018-106277","特願2016-249661","2016/12/22","2018/07/05","貨物搬送システムおよび無人搬送車","シャープ株式会社","G05D1/02@P,G05D1/226,G05D1/229,G05D1/24,G05D1/242,G05D1/43,G05D1/646,G05D1/65,G05D1/69,G05D1/692,G05D1/698,G05D107:00,G05D107:20,G05D111:00,G05D111:30","特開2018-106277","","特許6802706","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-106277/11/ja"
"特開2018-073027","特願2016-210251","2016/10/27","2018/05/10","無人搬送車ガイドシステム及びガイド方法","国立大学法人九州工業大学","G05D1/02@F,G05D1/24,G05D1/242,G05D1/244,G05D1/247,G05D1/43,G05D1/60,G05D1/644,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:00,G05D111:10,G05D111:63","特開2018-073027","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-073027/11/ja"
"特表2019-534221","特願2019-516688","2017/08/10","2018/04/05","倉庫間搬送制御方法、無人搬送車、電子機器、及び倉庫間搬送制御システム","杭州海康机器人技術有限公司","B65G1/00,501@C","特表2019-534221","","特許6799678","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2019-534221/11/ja"
"特開2018-025847","特願2016-155386","2016/08/08","2018/02/15","無人搬送車システム","村田機械株式会社","G05D1/02@P,G05D1/225,G05D1/226,G05D1/229,G05D1/24,G05D1/242,G05D1/245,G05D1/248,G05D1/43,G05D1/60,G05D1/644,G05D1/661,G05D1/69,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:63","特開2018-025847","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-025847/11/ja"
"特開2018-024415","特願2017-120730","2017/06/20","2018/02/15","無人搬送車、および無人搬送車の制御方法","日本電産シンポ株式会社","B61B13/00@S,B61G1/28","特開2018-024415","","特許6888819","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-024415/11/ja"
"再表2018/012285","特願2018-527505","2017/06/28","2018/01/18","無人搬送車の牽引装置およびこれを備える無人搬送車","愛知機械テクノシステム株式会社,本田技研工業株式会社","B60D1/36,B62B5/00@C,B61B13/00@A,B61G1/32","WO2018/012285","","特許6651015","","再表2018/012285","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-012285/19/ja"
"再表2018/012284","特願2018-527504","2017/06/28","2018/01/18","無人搬送車の牽引装置およびこれを備える無人搬送車","愛知機械テクノシステム株式会社,本田技研工業株式会社","B61B13/00@S,B61G1/32,B60D1/48","WO2018/012284","","特許6578063","","再表2018/012284","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-012284/19/ja"
"特開2017-229205","特願2016-125543","2016/06/24","2017/12/28","キャパシタユニット、受電システムおよび無人搬送車","株式会社ダイヘン","H02J7/00@Y,H02J50/12,H01M10/48@P,B60L11/18@C,H02J7/00@P,H01M10/42@P,B60L3/00@S,H02J7/00,301@D,B60L53/00,B60L50/40,B60L53/12,B60L58/12","特開2017-229205","","特許6626787","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-229205/11/ja"
"特開2017-229204","特願2016-125539","2016/06/24","2017/12/28","キャパシタユニット、受電システムおよび無人搬送車","株式会社ダイヘン","H02J7/00,302@A,B60L5/00@B,B60L11/18@C,H02J7/00@P,B60L11/18@B,H02J7/00,301@D,B60L3/00@S,H02J7/00@N,B60L53/00,B60L50/60,B60L53/12,B60L53/80","特開2017-229204","","特許6599820","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-229204/11/ja"
"再表2017/195493","特願2018-516385","2017/03/31","2017/11/16","無人搬送車の牽引装置およびこれを備える無人搬送車","愛知機械テクノシステム株式会社,本田技研工業株式会社","B61G1/02,B61B13/00@S","WO2017/195493","","特許6629436","","再表2017/195493","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-195493/19/ja"
"特開2017-204947","特願2016-096104","2016/05/12","2017/11/16","無人搬送車システム","株式会社ダイヘン","H02J7/00,301@D,H02J50/12,B60M7/00@X,B60L5/00@B,B60L11/18@C,H02J7/00@P,B60L50/40,B60L53/122,B60L53/12","特開2017-204947","","特許6657533","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-204947/11/ja"
"特開2017-153233","特願2016-033317","2016/02/24","2017/08/31","無人搬送車および無人搬送車用電池パック","積水化学工業株式会社","B60L11/18@A,B60K1/04@A,H01M10/0585,H01M2/10@S,H01M4/13,H01M10/052,B60L53/80,B60L50/60,H01M50/291,H01M50/233,H01M50/211,H01M50/249,H01M50/244@Z","特開2017-153233","","特許6637334","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-153233/11/ja"
"特開2017-126163","特願2016-004515","2016/01/13","2017/07/20","無人搬送車","株式会社豊田自動織機","G05D1/02@X,B61B13/00@A,G05D1/02@W,G05D1/24,G05D1/245,G05D1/43,G05D1/60,G05D1/646,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:50","特開2017-126163","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-126163/11/ja"
"特許6161092","特願2016-082683","2016/04/18","2017/07/12","無人搬送車","ニチユ三菱フォークリフト株式会社","G05D1/02@A,B61B13/00@A,G05D1/244,G05D1/43,G05D1/60,G05D1/644,G05D1/646,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10","特開2017-194734","","特許6161092","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-6161092/15/ja"
"特開2017-119451","特願2015-255945","2015/12/28","2017/07/06","無人搬送車","株式会社明電舎","B61B13/00@A,B61B13/00@S","特開2017-119451","","特許6641994","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-119451/11/ja"
"特開2017-117012","特願2015-249016","2015/12/21","2017/06/29","無人搬送車","株式会社デンソー","G05D1/02@E,G05D1/02@K,G05D1/24,G05D1/242,G05D1/243,G05D1/244,G05D1/43,G05D1/60,G05D1/646,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:10,G05D111:63","特開2017-117012","","特許6601208","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-117012/11/ja"
"特開2017-107614","特願2017-058329","2017/03/24","2017/06/15","無人搬送車の位置検出方法","株式会社豊田自動織機","G05D1/02@J,G05D1/24,G05D1/242,G05D1/243,G05D1/245,G05D1/43,G05D1/60,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00","特開2017-107614","","特許6332510","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-107614/11/ja"
"特表2018-535163","特願2018-512879","2016/09/08","2017/03/16","バッチでの取り出しを行うロボットアームを備える無人搬送車（ＡＧＶ）","バスティアン・ソリューションズ，エルエルシー","B65G1/04,555@Z,B25J5/00@A,B25J5/02@B,B65G1/00,501@C","特表2018-535163","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2018-535163/11/ja"
"特開2017-047996","特願2015-171693","2015/09/01","2017/03/09","無人搬送車のリフター装置およびこれを備える無人搬送車","愛知機械テクノシステム株式会社","B66F7/06@F,B61B13/00@A,B61G1/32,B61D47/00@A","特開2017-047996","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-047996/11/ja"
"特許6076426","特願2015-160914","2015/08/18","2017/02/08","無人搬送車および給電システム","ニチユ三菱フォークリフト株式会社","H02J17/00@C,B60M7/00@X,B60L5/00@B,H02J50/05","特開2017-041934","","特許6076426","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-6076426/15/ja"
"特開2017-024486","特願2015-143133","2015/07/17","2017/02/02","無人搬送車","日本電産シンポ株式会社","B61B13/00@A,B60S9/04","特開2017-024486","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2017-024486/11/ja"
"特開2016-218584","特願2015-100392","2015/05/15","2016/12/22","無人搬送車","濱口　栄男","G05D1/02@K,B61B13/00@A,G05D1/02@D,G05D1/228,G05D1/229,G05D1/24,G05D1/242,G05D1/243,G05D1/244,G05D1/245,G05D1/43,G05D1/60,G05D1/646,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:00,G05D111:10,G05D111:63","特開2016-218584","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-218584/11/ja"
"特開2016-199225","特願2015-082780","2015/04/14","2016/12/01","無人搬送車の駆動システム","株式会社豊田自動織機","B60K6/20,320,B60L3/00@S,B60K6/46,B60L11/12,B60K6/20,310,B60L9/18@J,B60K6/20,330,B60W10/00,900,B60W10/06,900,B60W10/08,900,B60W10/26,900,B60W20/12,B60W20/13,B60L50/61,B60L58/13","特開2016-199225","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-199225/11/ja"
"実登3206251","実願2016-003023","2016/06/24","2016/09/08","キャパシタユニット、受電システムおよび無人搬送車","株式会社ダイヘン","H02J7/00,301@B,H01G11/10,H02J50/12,H01G11/08,H02J7/00,301@D,H02J7/00@N,H02J7/00@P","","","実登3206251","","","","","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-3206251/25/ja"
"特許5988409","特願2015-165459","2015/08/25","2016/09/07","無人搬送車","ニチユ三菱フォークリフト株式会社","B61B13/00@T,B62D55/02,H02J17/00@B,B60M7/00@X,H02J7/00@P,B60L5/00@B,H02J7/00,301@D,H02J50/10,H02J50/05","特開2017-043150","","特許5988409","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-5988409/15/ja"
"特開2016-115207","特願2014-254442","2014/12/16","2016/06/23","無人搬送車及びその走行プログラム制御方法","三菱自動車工業株式会社,三菱自動車エンジニアリング株式会社","G05D1/02@A,G05D1/24,G05D1/242,G05D1/244,G05D1/43,G05D1/60,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00","特開2016-115207","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-115207/11/ja"
"特開2016-115156","特願2014-253509","2014/12/15","2016/06/23","無人搬送車","三菱自動車工業株式会社,三菱自動車エンジニアリング株式会社","G05D1/02@R,G05D1/24,G05D1/242,G05D1/43,G05D1/60,G05D1/617,G05D1/80,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00","特開2016-115156","","特許6617861","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-115156/11/ja"
"特開2016-094053","特願2014-230256","2014/11/13","2016/05/26","無人搬送車","日本車輌製造株式会社","B61B13/00@A,B60G5/06,B60G5/053,B60B19/00@D","特開2016-094053","","特許6373170","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-094053/11/ja"
"特開2016-081068","特願2014-208062","2014/10/09","2016/05/16","無人搬送車システムの反射板位置検査方法及び無人搬送車システムの反射板位置検査システム","株式会社豊田自動織機","G05D1/02@J,G05D1/24,G05D1/242,G05D1/243,G05D1/43,G05D1/60,G05D1/617,G05D1/80,G05D1/86,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:63","特開2016-081068","","特許6365207","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-081068/11/ja"
"特開2016-074507","特願2014-205684","2014/10/06","2016/05/12","コンテナ用無人搬送車","株式会社豊田自動織機","B65G1/00,501@C,B61B13/00@V,B60L15/20@Z","特開2016-074507","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-074507/11/ja"
"特開2016-055963","特願2014-182748","2014/09/08","2016/04/21","入出荷支援システム、無人搬送車及び入出荷支援方法","株式会社日立製作所","B65G1/137@A,B65G1/00,501@C,B65G1/10@Z","特開2016-055963","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-055963/11/ja"
"特開2016-050051","特願2014-174309","2014/08/28","2016/04/11","無人搬送車及びロール体搬送システム","株式会社ＩＨＩ","B65H19/12,B65H19/12@A","特開2016-050051","","特許6446915","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-050051/11/ja"
"特開2016-033816","特願2015-124865","2015/06/22","2016/03/10","無人搬送車の搬送システムの異常検出装置","株式会社豊田自動織機","G05B23/02,302@R,B60L3/00@N,G05D1/02@R,G05D1/225,G05D1/229,G05D1/248,G05D1/43,G05D1/60,G05D1/617,G05D1/644,G05D1/80,G05D1/82,G05D1/86,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:30","特開2016-033816","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2016-033816/11/ja"
